1000, 0.02758, 0.005
2000, 0.01769, 0.005
3000, 0.01393, 0.005
4000, 0.01177, 0.005
5000, 0.01068, 0.005
6000, 0.00941, 0.005
7000, 0.00882, 0.005
8000, 0.00841, 0.005
9000, 0.00792, 0.005
10000, 0.00758, 0.005
11000, 0.00969, 0.02
12000, 0.00848, 0.02
13000, 0.00739, 0.02
14000, 0.00691, 0.02
15000, 0.00653, 0.02
16000, 0.00614, 0.02
17000, 0.00569, 0.02
18000, 0.00561, 0.02
19000, 0.00516, 0.02
20000, 0.00532, 0.02
21000, 0.00490, 0.02
22000, 0.00486, 0.02
23000, 0.00477, 0.02
24000, 0.00458, 0.02
25000, 0.00452, 0.02
26000, 0.00434, 0.02
27000, 0.00445, 0.02
28000, 0.00440, 0.02
29000, 0.00427, 0.02
30000, 0.00429, 0.02
31000, 0.00422, 0.02
32000, 0.00404, 0.02
33000, 0.00385, 0.02
34000, 0.00392, 0.02
35000, 0.00371, 0.02
36000, 0.00371, 0.02
37000, 0.00375, 0.02
38000, 0.00367, 0.02
39000, 0.00376, 0.02
40000, 0.00363, 0.02
41000, 0.00367, 0.02
42000, 0.00349, 0.02
43000, 0.00346, 0.02
44000, 0.00352, 0.02
45000, 0.00340, 0.02
46000, 0.00329, 0.02
47000, 0.00336, 0.02
48000, 0.00324, 0.02
49000, 0.00331, 0.02
50000, 0.00327, 0.02
51000, 0.00325, 0.02
52000, 0.00322, 0.02
53000, 0.00325, 0.02
54000, 0.00321, 0.02
55000, 0.00309, 0.02
56000, 0.00310, 0.02
57000, 0.00317, 0.02
58000, 0.00310, 0.02
59000, 0.00316, 0.02
60000, 0.00307, 0.02
61000, 0.00303, 0.02
62000, 0.00301, 0.02
63000, 0.00298, 0.02
64000, 0.00298, 0.02
65000, 0.00294, 0.02
66000, 0.00296, 0.02
67000, 0.00295, 0.02
68000, 0.00303, 0.02
69000, 0.00288, 0.02
70000, 0.00288, 0.02
71000, 0.00287, 0.02
72000, 0.00290, 0.02
73000, 0.00283, 0.02
74000, 0.00283, 0.02
75000, 0.00273, 0.02
76000, 0.00281, 0.02
77000, 0.00281, 0.02
78000, 0.00275, 0.02
79000, 0.00277, 0.02
80000, 0.00271, 0.02
81000, 0.00266, 0.02
82000, 0.00285, 0.02
83000, 0.00267, 0.02
84000, 0.00275, 0.02
85000, 0.00266, 0.02
86000, 0.00273, 0.02
87000, 0.00255, 0.02
88000, 0.00269, 0.02
89000, 0.00274, 0.02
90000, 0.00273, 0.02
91000, 0.00251, 0.02
92000, 0.00254, 0.02
93000, 0.00266, 0.02
94000, 0.00267, 0.02
95000, 0.00263, 0.02
96000, 0.00254, 0.02
97000, 0.00258, 0.02
98000, 0.00253, 0.02
99000, 0.00251, 0.02
100000, 0.00251, 0.02
101000, 0.00246, 0.02
102000, 0.00245, 0.02
103000, 0.00247, 0.02
104000, 0.00245, 0.02
105000, 0.00249, 0.02
106000, 0.00254, 0.02
107000, 0.00250, 0.02
108000, 0.00244, 0.02
109000, 0.00245, 0.02
110000, 0.00244, 0.02
111000, 0.00244, 0.02
112000, 0.00238, 0.02
113000, 0.00244, 0.02
114000, 0.00241, 0.02
115000, 0.00237, 0.02
116000, 0.00241, 0.02
117000, 0.00235, 0.02
118000, 0.00232, 0.02
119000, 0.00238, 0.02
120000, 0.00240, 0.02
121000, 0.00250, 0.02
122000, 0.00234, 0.02
123000, 0.00238, 0.02
124000, 0.00234, 0.02
125000, 0.00231, 0.02
126000, 0.00234, 0.02
127000, 0.00228, 0.02
128000, 0.00238, 0.02
129000, 0.00232, 0.02
130000, 0.00226, 0.02
131000, 0.00228, 0.02
132000, 0.00225, 0.02
133000, 0.00232, 0.02
134000, 0.00231, 0.02
135000, 0.00224, 0.02
136000, 0.00227, 0.02
137000, 0.00223, 0.02
138000, 0.00227, 0.02
139000, 0.00226, 0.02
140000, 0.00219, 0.02
141000, 0.00219, 0.02
142000, 0.00226, 0.02
143000, 0.00228, 0.02
144000, 0.00224, 0.02
145000, 0.00228, 0.02
146000, 0.00225, 0.02
147000, 0.00220, 0.02
148000, 0.00221, 0.02
149000, 0.00214, 0.02
150000, 0.00218, 0.02
151000, 0.00212, 0.02
152000, 0.00210, 0.02
153000, 0.00216, 0.02
154000, 0.00222, 0.02
155000, 0.00219, 0.02
156000, 0.00220, 0.02
157000, 0.00213, 0.02
158000, 0.00210, 0.02
159000, 0.00208, 0.02
160000, 0.00216, 0.02
161000, 0.00209, 0.02
162000, 0.00214, 0.02
163000, 0.00218, 0.02
164000, 0.00212, 0.02
165000, 0.00216, 0.02
166000, 0.00209, 0.02
167000, 0.00213, 0.02
168000, 0.00213, 0.02
169000, 0.00210, 0.02
170000, 0.00208, 0.02
171000, 0.00204, 0.02
172000, 0.00219, 0.02
173000, 0.00198, 0.02
174000, 0.00206, 0.02
175000, 0.00211, 0.02
176000, 0.00213, 0.02
177000, 0.00206, 0.02
178000, 0.00196, 0.02
179000, 0.00203, 0.02
180000, 0.00211, 0.02
181000, 0.00200, 0.02
182000, 0.00203, 0.02
183000, 0.00211, 0.02
184000, 0.00200, 0.02
185000, 0.00209, 0.02
186000, 0.00202, 0.02
187000, 0.00205, 0.02
188000, 0.00205, 0.02
189000, 0.00200, 0.02
190000, 0.00199, 0.02
191000, 0.00200, 0.02
192000, 0.00194, 0.02
193000, 0.00200, 0.02
194000, 0.00198, 0.02
195000, 0.00195, 0.02
196000, 0.00194, 0.02
197000, 0.00203, 0.02
198000, 0.00195, 0.02
199000, 0.00200, 0.02
200000, 0.00198, 0.02
